cve_edo,Municipio,PD1,PD2,PD3,Total
1, AGUASCALIENTES,560,396,5886,6842
1, ASIENTOS,77,3,15,95
1, CALVILLO,65,14,8,87
1, COSIO,4,9,1,14
1, JESUS MARIA,4,18,90,112
1, PABELLON DE ARTEAG,19,6,29,54
1, RINCON DE ROMOS,6,26,15,47
1, SAN JOSE DE GRACIA,5,0,0,5
1, SAN FRANCISCO DE L,630,376,3,1009
1, TEPEZALA,1,1,1,3
1, EL LLANO,503,1,0,504
2, ENSENADA,308,6,189,503
2, MEXICALI,3218,1362,2101,6681
2, TECATE,0,6,3,9
3," LOS CABOS, B.C.S.",551,218,28,797
3, COMONDU,43,481,35,559
3, MULEGE,873,43,19,935
3, LA PAZ,441,158,148,747
3, LORETO,0,52,4,56
4, CALKINI,549,246,1,796
4, CAMPECHE,543,52,68,663
4, CARMEN,476,19,84,579
4, CHAMPOTON,390,769,21,1180
4, ESCARCEGA,493,781,2,1276
4, HECELCHAKAN,224,52,3,279
4, CANDELARIA,10,4,4,18
4, HOPELCHEN,990,318,49,1357
4, PALIZADA,48,4,35,87
4, CALAKMUL,0,4,0,4
4, TENABO,91,11,3,105
7, ACACOYAGUA,0,0,0,0
7, ACALA,81,12,0,93
7, ACAPETAGUA,93,0,12,105
7, ALTAMIRANO,0,0,0,0
7, AMATAN,0,2,1,3
7, AMATENANGO DE LA F,489,10,0,499
7, AMATENANGO DEL VAL,0,0,0,0
7, JALTENANGO,1289,126,3,1418
7, ARRIAGA,33,3,1,37
7, BELLA VISTA,61,12,0,73
7, BERRIOZABAL,145,23,0,168
7, BOCHIL,526,5,0,531
7, EL BOSQUE,0,0,0,0
7, CACAHOTAN,511,1,2,514
7, PLAYAS DE CATAZAJA,382,2,0,384
7, CHALCHIHUITAN,0,0,0,0
7, CHAMULA,0,0,0,0
7, CHAPULTENANGO,4,3,1,8
7, CHIAPA DE CORZO,2143,303,4,2450
7, CHIAPILLA,0,0,0,0
7, CHICOASEN,0,0,0,0
7, CHICOMUSELO,555,52,6,613
7, CHILON,289,1,1,291
7, CINTALAPA,3017,337,10,3364
7, COMITAN DE DOMINGU,2081,417,30,2528
7, LA CONCORDIA,2657,16,30,2703
7, COPAINALA,1,8,0,9
7, ESCUINTLA,829,24,5,858
7, FRANCISCO LEON,0,0,0,0
7, FRONTERA COMALAPA,6656,471,3,7130
7, FRONTERA HGO.,98,0,0,98
7, HUEHUETAN,561,5,17,583
7, HUITIUPAN,0,0,0,0
7, HUIXTLA,3408,1135,0,4543
7, LA INDEPENDENCIA,1160,290,0,1450
7, IXHUATAN,2,45,0,47
7, IXTACOMITAN,3,0,2,5
7, IXTAPA,12,0,0,12
7, JIQUIPILAS,375,22,5,402
7, JITOTOL,34,0,0,34
7, JUAREZ,0,2,13,15
7, LA LIBERTAD,11,0,1,12
7, MAPASTEPEC,2041,318,2,2361
7, LAS MARGARITAS,0,12,0,12
7, MAZATAN,273,33,18,324
7, METAPA,0,0,0,0
7, MOTOZINTLA,1685,2,48,1735
7, OCOSINGO,2309,4,0,2313
7, OCOZOCOAUTLA DE ES,166,245,2,413
7, OSTUACAN,33,7,1,41
7, OSUMACINTA,0,0,0,0
7, PALENQUE,6389,371,603,7363
7, PANTELHO,0,0,0,0
7, PANTEPEC,0,0,0,0
7, PICHUCALCO,22,6,3,31
7, PIJIJIAPAN,5,2,3,10
7, PUEBLO NUEVO COMAL,178,2,10,190
7, PUEBLO NUEVO SOLIS,1,0,0,1
7, RAYON,0,0,0,0
7, REFORMA,0,3,57,60
7, SABANILLAS,0,0,0,0
7, SALTO DEL AGUA,187,46,2,235
7, SAN CRISTOBAL DE L,0,20,1,21
7, SAN FERNANDO,314,37,0,351
7, SIMOJOVEL DE ALLEN,70,0,0,70
7, SOCOLTENANGO,3383,2,2,3387
7, SOLUSUCHIAPA,2,3,1,6
7, SOYALO,0,0,0,0
7, SUCHIAPA,295,120,1,416
7, SUCHIATE,119,96,12,227
7, SUNUAPA,0,0,1,1
7, TAPACHULA,3440,825,284,4549
7, TAPALAPA,0,0,0,0
7, TAPILULA,2,1,0,3
7, TECPATAN,514,26,2,542
7, TENEJAPA,0,1,0,1
7, TEOPISCA,0,0,0,0
7, TILA,50,0,0,50
7, TONALA,4785,2249,17,7051
7, TOTOLAPA,0,0,0,0
7, LA TRINITARIA,107,26,0,133
7, TUMBALA,7,1,0,8
7, TUXTLA GUTIERREZ,7306,2365,379,10050
7, TUXTLA CHICO,16,0,0,16
7, TUZANTAN,510,2,0,512
7, TZIMOL,0,0,0,0
7, UNION JUAREZ,92,0,0,92
7, VENUSTIANO CARRANZ,963,353,2,1318
7, ANGEL A CORZO (JAL,2051,15,6,2072
7, VILLA FLORES,14318,1524,8,15850
7, YAJALON,224,366,29,619
7, SAN LUCAS (EL ZAPO,0,0,0,0
7, ZINACANTAN,0,0,0,0
8, ALDAMA,0,6,28,34
8, ALLENDE,1,6,6,13
8, ASCENCION,309,2,18,329
8, BACHINIVA,0,0,1,1
8, BALLEZA,0,7,2,9
8, BOCOYNA,0,0,0,0
8, BUENAVENTURA,0,161,29,190
8, CAMARGO,35,52,40,127
8, CASAS GRANDES,0,0,48,48
8, CHIHUAHUA,3246,346,258,3850
8, CHINIPAS,0,3,0,3
8, COYAME,0,0,1,1
8, LA CRUZ,0,0,0,0
8, CUAUHTEMOC,468,2677,1111,4256
8, CUSIHUIRIACHIC,0,0,13,13
8, DELICIAS,442,1963,364,2769
8, GALEANA,0,0,0,0
8, GENERAL FRIAS,40,0,0,40
8, GOMEZ FARIAS,0,0,0,0
8, GRAN MORELOS,0,0,0,0
8, GUACHOCHI,453,0,1,454
8, GUADALUPE Y CALVO,0,0,14,14
8, GUERRERO,0,6,10,16
8, HIDALGO DEL PARRAL,209,15,100,324
8, HUEJOTITLAN,0,0,1,1
8, IGNACIO ZARAGOZA,0,0,0,0
8, JANOS,0,0,71,71
8, JIMENEZ,0,114,64,178
8, JUAREZ,1,62,218,281
8, JULIMES,23,33,0,56
8, MADERA,0,28,1,29
8, MANUEL BENAVIDES,0,0,1,1
8, MATACHIC,0,0,0,0
8, MEOQUI,21,73,51,145
8, NAMIQUIPA,0,72,14,86
8, NUEVO CASAS GRANDE,216,63,201,480
8, OJINAGA,9,29,172,210
8, PRAXEDIS G GUERRER,0,0,6,6
8, RIVA PALACIO,0,0,0,0
8, ROSALES,11,24,3,38
8, SAN FRANCISCO DE B,0,0,5,5
8, SAN FRANCISCO DE C,0,2,4,6
8, SAN FRANCISCO DEL ,0,0,0,0
8, SANTA BARBARA,184,0,1,185
8, SATEVO,0,0,10,10
8, SAUCILLO,45,98,26,169
8, TEMOSACHIC,0,0,6,6
8, AHUMADA,2,0,14,16
8, CORONADO,5,9,0,14
8, LOPEZ,1,2,0,3
8, MATAMOROS,0,8,2,10
8, VALLE DE ZARAGOZA,0,0,4,4
5, ABASOLO,0,0,2,2
5, ACUNA,0,0,0,0
5, ALLENDE,0,0,0,0
5, ARTEAGA,2,5,61,68
5, CANDELA,0,0,0,0
5, CASTANOS,0,4,0,4
5, CUATROCIENEGAS,0,0,0,0
5, GALEANA,0,0,270,270
5, GENERAL CEPEDA,55,3,2,60
5, JIMENEZ,0,0,0,0
5, MATAMOROS,200,11,44,255
5, MONCLOVA,0,5,0,5
5, MORELOS,0,2,0,2
5, MUZQUIZ,0,180,13,193
5, NADADORES,0,0,0,0
5, OCAMPO,0,0,0,0
5, PARRAS,35,4,4,43
5, PIEDRAS NEGRAS,0,0,0,0
5, RAMOS ARIZPE,3,0,248,251
5, SACRAMENTO,0,0,0,0
5, SALTILLO,32,10,122,164
5, SAN BUENAVENTURA,0,10,1,11
5, SAN JUAN DE SABINA,0,0,2,2
5, TORREON,15818,509,549,16876
5, FRONTERA,0,0,0,0
5, VILLA UNION,0,0,2,2
5, ZARAGOZA,0,0,1,1
6, ARMERIA,576,0,0,576
6, COLIMA,1136,93,198,1427
6, COMALA,1277,0,0,1277
6, COQUIMATLAN,81,1,0,82
6, CUAUHTEMOC,7781,1887,412,10080
6, IXTLAHUACAN,6,0,0,6
6, MANZANILLO,429,34,119,582
6, MINATITLAN,0,0,2,2
6, TECOMAN,964,44,60,1068
6, VILLA DE ALVAREZ,0,0,12,12
9, AZCAPOTZALCO,0,0,127,127
9, MIGUEL HIDALGO,0,0,72,72
9, COYOACAN,0,0,12,12
9, CUAJIMALPA DE MORE,0,0,134,134
9, GUSTAVO A MADERO,0,8,7,15
9, IXTACALCO,0,0,6,6
9, IZTAPALAPA,0,0,165,165
9, CUAUHTEMOC,0,0,52,52
9, MILPA ALTA,1,723,0,724
9, ALVARO OBREGON,0,0,70,70
9, BENITO JUAREZ,0,0,80,80
9, TLAHUAC,0,0,8,8
9, TLALPAN,0,0,35,35
9, XOCHIMILCO,0,249,2,251
10, FRANCISCO I MADERO,0,1,50,51
10, CANATLAN,10,9,9,28
10, CANELAS,0,2,2,4
10, CONETO DE COMONFOR,0,1,0,1
10, SAN PEDRO,0,0,2,2
10, CUENCAME,4,3,6,13
10, VIESCA,0,0,0,0
10, DURANGO,28198,120,299,28617
10, GENERAL SIMON BOLI,0,0,1,1
10, GOMEZ PALACIO,199,159,1310,1668
10, GUADALUPE VICTORIA,173,39,63,275
10, GUANACEVI,0,12,3,15
10, HIDALGO,0,0,3,3
10, INDE,1,0,3,4
10, LERDO,48,41,69,158
10, MAPIMI,0,49,39,88
10, MEZQUITAL,0,3,0,3
10, NAZAS,0,0,3,3
10, NOMBRE DE DIOS,87,18,2,107
10, OCAMPO,0,5,1,6
10, SANTA MARIA DEL OR,46,0,0,46
10, OTAES,0,0,0,0
10, PANUCO DE CORONADO,0,4,8,12
10, PENON BLANCO,0,2,1,3
10, POANAS,164,43,4,211
10, PUEBLO NUEVO,0,1,4,5
10, RODEO,0,0,10,10
10, SAN BERNARDO,0,0,0,0
10, SAN DIMAS,0,0,1,1
10, SAN JUAN DE GUADAL,0,0,0,0
10, SAN JUAN DEL RIO,0,3,0,3
10, SAN LUIS DEL CORDE,0,0,0,0
10, SAN PEDRO DEL GALL,0,0,0,0
10, SANTA CLARA,98,1,1,100
10, SANTIAGO PAPASQUIA,1372,4,28,1404
10, SUCHIL,0,1,0,1
10, TEPEHUANES,0,2,0,2
10, TLAHUALILO DE ZARA,0,0,33,33
10," NUEVO IDEAL, DGO",954,27,21,1002
10, VICENTE GUERRERO,246,0,24,270
11, ABASOLO,1111,1061,83,2255
11, ACAMBARO,231,94,15,340
11, ALLENDE,0,5,25,30
11, APASEO EL ALTO,181,437,3,621
11, APASEO EL GRANDE,0,4,0,4
11, CIUDAD MANUEL DOBL,57,326,5,388
11, CELAYA,532,65,613,1210
11, COMONFORT,0,6,0,6
11, CORTAZAR,183,426,30,639
11, CUERAMARO,93,9,4,106
11, DOLORES HIDALGO,347,19,41,407
11, DOCTOR MORA,0,1,3,4
11, GUANAJUATO,0,2,22,24
11, HUANIMARO,623,1,4,628
11, IRAPUATO,1323,503,1470,3296
11, JARAL DEL PROGRESO,183,0,6,189
11, JERECUARO,0,4,1,5
11, LEON,880,338,220,1438
11, MOROLEON,1229,0,2,1231
11, OCAMPO,0,51,0,51
11, PENJAMO,1205,103,485,1793
11, PUEBLO NUEVO,133,63,13,209
11, PURISIMA DEL RINCO,26,12,364,402
11, ROMITA,121,0,5,126
11, SAN DIEGO DE LA UN,227,0,0,227
11, SAN FRANCISCO DEL ,120,0,8,128
11, SAN JOSE ITURBIDE,380,60,10,450
11, SAN LUIS DE LA PAZ,693,1083,29,1805
11, SALAMANCA,643,63,125,831
11, SALVATIERRA,588,56,42,686
11, SAN FELIPE,1438,298,15,1751
11, SANTIAGO MARAVATIO,0,0,0,0
11, SILAO,382,0,62,444
11, SANTA CRUZ DE JUVE,108,0,2,110
11, TARANDACUAO,0,0,0,0
11, TARIMORO,58,21,2,81
11, TIERRABLANCA,100,0,0,100
11, URIANGATO,1016,0,1,1017
11, VALLE DE SANTIAGO,1348,555,151,2054
11, VILLAGRAN,0,10,7,17
11, XICHU,0,0,0,0
11, YURIRIA,482,0,72,554
12, ACAPULCO DE JUAREZ,322,30,15,367
12, AHUACUOTZINGO,57,0,0,57
12, ALCOZAUCA DE GUERR,133,0,0,133
12, APAXTLA,0,0,0,0
12, ARCELIA,54,14,0,68
12, ATLIXTAC,1,0,0,1
12, ATOYAC DE ALVAREZ,812,283,6,1101
12, AYUTLA DE LOS LIBR,0,102,1,103
12, AZOYU,706,0,0,706
12, BENITO JUAREZ,0,5,1,6
12, BUENAVISTA DE CUEL,0,0,1,1
12, CHILAPA DE ALVAREZ,4005,1166,1,5172
12, CHILPANCINGO DE LO,2355,967,10,3332
12, COAHUAYUTLA DE GUE,4,5,0,9
12, COCULA,0,3,0,3
12, COPALA,0,0,0,0
12, COPALILLO,48,1,0,49
12, COYUCA DE BENITEZ,951,4,2,957
12, COYUCA DE CATALAN,0,1,0,1
12, CUAJINICUILAPA,1281,129,0,1410
12, CUAUHTEPEC,0,0,0,0
12, CUTZAMALA DE PINZO,3063,0,0,3063
12, FLORENCIO VILLAREA,0,0,0,0
12, GENERAL HELIODORO ,0,44,0,44
12, HUAMUXTITLAN,0,19,0,19
12, HUITZUCO DE LOS FI,138,2,3,143
12, IGUALA DE LA INDEP,1195,89,12,1296
12, JOSE AZUETA,496,49,1,546
12, MALINALTEPEC,65,21,0,86
12, MARTIR DE CUILAPAN,0,4,0,4
12, METLATONOC,0,222,0,222
12, MOCHITLAN,401,0,0,401
12, OMETEPEC,261,15,0,276
12, PETATLAN,6,21,1,28
12, PILCAYA,2,5,0,7
12, PUNGARABATO,1145,30,11,1186
12, QUECHULTENANGO,1,20,0,21
12, SAN LUIS ACATLAN,1041,0,0,1041
12, SAN MARCOS,0,120,16,136
12, SAN MIGUEL TOTOLAP,0,2,0,2
12, TAXCO DE ALARCON,1973,234,2,2209
12, TECOANAPA,0,244,0,244
12, TECPAN DE GALEANA,751,52,2,805
12, TELOLOAPAN,4,1,3,8
12, TEPECOACUILCO DE T,490,27,0,517
12, TETIPAC,0,0,0,0
12, TIXTLA DE GUERRERO,0,81,1,82
12, TLACOACHISTLAHUACA,277,0,0,277
12, TLALCHAPA,12,3,0,15
12, TLAPA DE COMONFORT,3704,28,0,3732
12, TLAPEHUALA,24,0,1,25
12, LA UNION,0,4,0,4
12, XALPATLAHUAC,93,0,0,93
12, XOCHISTLAHUACA,44,85,0,129
12, ZUMPANGO DEL RIO,111,85,0,196
13, ACATLAN,2,1,0,3
13, ACAXOCHITLAN,43,13,0,56
13, ACTOPAN,84,12,7,103
13, AGUA BLANCA,454,15,0,469
13, AJACUBA,51,0,0,51
13, ALFAJAYUCAN,1,9,0,10
13, ALMOLOYA,7,16,0,23
13, APAN,4236,26,3,4265
13, EL ARENAL,57,2,0,59
13, ATITALAQUIA,0,8,0,8
13, ATLAPEXCO,0,0,0,0
13, CALNALI,0,0,0,0
13, CARDONAL,0,0,0,0
13, CHAPANTONGO,0,0,0,0
13, CHILCUAUTLA,0,0,0,0
13, CUAUTEPEC,1568,150,32,1750
13, EMILIANO ZAPATA,0,1,0,1
13, EPAZOYUCAN,25,27,2,54
13, FRANCISCO I MADERO,28,2,2,32
13, HUASCA DE OCAMPO,0,1,0,1
13, HUAUTLA,0,0,0,0
13, HUAZALINGO,0,0,0,0
13, HUEHUETLA,0,0,0,0
13, HUEJUTLA,53,602,1,656
13, HUICHAPAN,269,49,1,319
13, IXMIQUILPAN,188,102,11,301
13, JALTOCAN,0,0,0,0
13, LOLOTLA,0,0,0,0
13, METEPEC,29,0,61,90
13, METZQUITITLAN,62,2,0,64
13, METZTITLAN,155,0,0,155
13, MINERAL DE LA REFO,2312,229,5,2546
13, MINERAL DEL CHICO,2,3,0,5
13, MIXQUIAHUALA,312,46,1,359
13, MOLANGO,0,0,0,0
13, NOPALA DE VILLAGRA,0,2,6,8
13, OMITLAN DE JUAREZ,26,0,0,26
13, ORIZATLAN,0,0,0,0
13, PACHUCA,318,7,3,328
13, PROGRESO,162,5,4,171
13, SAN AGUSTIN TLAXIA,4031,46,0,4077
13, SAN BARTOLO TUTOTE,0,0,0,0
13, SAN SALVADOR,46,44,0,90
13, SANTIAGO DE ANAYA,31,2,0,33
13, SANTIAGO TULANTEPE,2,18,0,20
13, SINGUILUCAN,2,5,2,9
13, TASQUILLO,0,1,0,1
13, TECOZAUTLA,0,2,10,12
13, TEPEAPULCO,52,5,0,57
13, TEPEHUACAN DE GUER,0,0,0,0
13, TEPEJI DEL RIO (OC,0,0,0,0
13, TETEPANGO,49,0,0,49
13, VILLA DE TEZONTEPE,68,0,0,68
13, TEZONTEPEC DE ALDA,0,1,0,1
13, TIANGUISTENGO,0,0,0,0
13, TIZAYUCA,79,1757,20,1856
13, TLAHUELILPAN,0,0,3,3
13, TLANALAPA,0,0,0,0
13, TLANCHINOL,0,0,0,0
13, TLAXCOAPAN,169,0,18,187
13, TOLCAYUCA,751,0,70,821
13, TULA DE ALLENDE,3475,167,0,3642
13, TULANCINGO,1442,64,91,1597
13, XOCHIATIPAN,0,0,0,0
13, XOCHICOATLAN,0,0,0,0
13, YAHUALICA,0,0,0,0
13, ZACUALTIPAN,66,0,0,66
13, ZAPOTLAN DE JUAREZ,2293,91,37,2421
13, ZEMPOALA,2,98,3,103
13, ZIMAPAN,0,0,16,16
14, ACATIC,74,28,105,207
14, ACATLAN DE JUAREZ,733,3,21,757
14, AHUALULCO DE MERCA,2109,8,0,2117
14, AMACUECA,46,0,1,47
14, AMATITAN,82,16,1,99
14, AMECA,9140,1097,76,10313
14, ANTONIO ESCOBEDO,0,0,0,0
14, ARANDAS,98,9,76,183
14, EL ARENAL,390,34,9,433
14, ATEMAJAC DE BRIZUE,28,1,0,29
14, ATENGO,67,0,0,67
14, ATENGUILLO,52,0,0,52
14, ATOTONILCO EL ALTO,159,2,20,181
14, ATOYAC,8,0,1,9
14, AUTLAN DE NAVARRO,605,5,3,613
14, AYOTLAN (AYO EL CH,53,1,9,63
14, AYUTLA,0,0,1,1
14, LA BARCA,1363,195,22,1580
14, CABO CORRIENTES,48,0,0,48
14, CASIMIRO CASTILLO,1740,2,17,1759
14, CHAPALA,0,1,0,1
14, CHIQUILISTLAN,89,0,0,89
14, CIHUATLAN,0,0,0,0
14, CIUDAD GUZMAN,47,0,216,263
14, COCULA,164,0,32,196
14, COLOTLAN,0,0,10,10
14, CONCEPCION DE BUEN,0,0,0,0
14, CUAUTITLAN,30,7,0,37
14, CUAUTLA,0,0,0,0
14, CUQUIO,2749,76,32,2857
14, DEGOLLADO,0,1,0,1
14, EJUTLA,0,0,0,0
14, ENCARNACION DE DIA,414,15,41,470
14, ETZATLAN,496,0,79,575
14, EL GRULLO,799,1,2,802
14, GUACHINANGO,86,0,1,87
14, GUADALAJARA,20,70,1364,1454
14, HOSTOTIPAQUILLO,0,36,0,36
14, HUEJUCAR,1,0,0,1
14, HUEJUQUILLA EL ALT,0,0,0,0
14, LA HUERTA,400,337,2,739
14, IXTLAHUACAN DE LOS,245,12,38,295
14, IXTLAHUACAN DEL RI,709,170,14,893
14, JALOSTOTITLAN,528,165,9,702
